"","V1","V2","V3"
"3990","Garry Marshall",2016,1232
"3991","Katre Õim",2016,1594
"3992","Ursula Franklin",2016,430
"3993","Thorbjörn Fälldin",2016,1087
"3994","Juta Siirak",2016,999
"3995","Oleg Rogatðov",2016,2547
"3996","Halil <U+0130>nalc<U+0131>k",2016,495
"3997","Jacques Hamel",2016,695
"3998","Einojuhani Rautavaara",2016,1881
"3999","Harry Olt",2016,1710
"4000","Ülle Udam",2016,836
"4001","Godo Lieberg",2016,811
"4002","Leili Muuga",2016,2442
"4003","Raimo Sule",2016,989
"4004","Annet Nieuwenhuijzen",2016,723
"4005","Ernst Neizvestnõi",2016,1437
"4006","Irina Rätsep",2016,706
"4007","Rada Adþubei",2016,912
"4008","Nikita Hruðtðovi",2016,NA
"4009","Ants Meister",2016,618
"4010","Arthur Hiller",2016,1306
"4011","Nina Ponomarjova",2016,970
"4012","Hannu Vuorinen",2016,612
"4013","Sellapan Ramanathan",2016,920
"4014","Walter Scheel",2016,2010
"4015","Kristjan Pett",2016,442
"4016","James Cronin",2016,2783
"4017","Harald Gr¸nningen",2016,673
"4018","Jânis Reinis",2016,633
"4019","Tõnis Kask",2016,4015
"4020","Kais Adlas",2016,6759
"4021","José Balmes",2016,650
"4022","Gene Wilder",2016,1629
"4023","Anatoli Petuhhov",2016,522
"4024","Islom Karimov",2016,4469
"4025","Madis Habakuk",2016,1745
"4026","Hugh O'Brian",2016,587
"4027","Norbert Schemansky",2016,1007
"4028","Roman Rugin",2016,302
"4029","Marion Piisang",2016,1707
"4030","Roman Rugin",2016,302
"4031","Aarne Rannamäe",2016,26096
"4032","Uno Veenre",2016,1618
"4033","Kalju Ojaveski",2016,804
"4034","Kalle Holmberg",2016,581
"4035","Freddi",2016,1590
"4036","Amuuri leopard",2016,3549
"4037","Kärt Miil",2016,653
"4038","Olaf Utt",2016,2732
"4039","Carlo Azeglio Ciampi",2016,3142
"4040","Edward Albee",2016,4571
"4041","Rune Larsson",2016,1067
"4042","paraolümplane",2016,NA
"4043","Guido Rajalo",2016,1532
"4044","soomepoiss",2016,NA
"4045","Shim'on Peres",2016,5431
"4046","Gideon Toury",2016,443
"4047","Enn Pirrus",2016,1221
"4048","Andrzej Wajda",2016,3359
"4049","Värdi Reiman",2016,872
"4050","Eeva-Maija Tammekann",2016,932
"4051","Arne Sirel",2016,915
"4052","Dario Fo",2016,4485
"4053","Bhumibol Adulyadej",2016,4565
"4054","Ülo Varul",2016,2022
"4055","Lemming Nagel",2016,1302
"4056","Tõnu Tiits",2016,431
"4057","Arved Oksaar",2016,1439
"4058","Juras Poþela",2016,173
"4059","Arsen Pavlov",2016,1015
"4060","Felix Aasma",2016,797
"4061","Junko Tabei",2016,2325
"4062","Mari Loit",2016,2160
"4063","Helmut Polberg",2016,1077
"4064","Khalîfah ibn <U+1E28>amad Âl Thânî",2016,782
"4065","Jorge Batlle",2016,1111
"4066","Helgi Arst",2016,1620
"4067","Antero Halonen",2016,697
"4068","Takahito, prints Mikasa",2016,535
"4069","Hirohito",2016,5481
"4070","Akihito",2016,7053
"4071","Valter Ojakäär",2016,19496
"4072","Vladimir Zemljanikin",2016,428
"4073","Bobby Wellins",2016,411
"4074","Vladimir Zeldin",2016,1492
"4075","Oleg Popov",2016,1609
"4076","Elga Mark-Kurik",2016,2212
"4077","Leonard Cohen",2016,10281
"4078","Biser Kirov",2016,282
"4079","Eugene Galanter",2016,469
"4080","Ilse Aichinger",2016,753
"4081","Lupita Tovar",2016,619
"4082","Eino Kõiv",2016,763
"4083","Leon Russell",2016,963
"4084","Gun Hellsvik",2016,630
"4085","Mose Allison",2016,653
"4086","Paul Rosche",2016,535
"4087","Kersti Kimmel",2016,635
"4088","Erich Jaansoo",2016,1633
"4089","Enno Penno",2016,4940
"4090","Ülo Tonts",2016,2379
"4091","Konstant<U+00ED>nos Stefanópoulos",2016,944
"4092","Vello Asi",2016,1537
"4093","William Trevor",2016,712
"4094","Mait Arvisto",2016,2250
"4095","Florence Henderson",2016,739
"4096","Elizabeth II",2016,57972
"4097","Fidel Castro",2016,16012
"4098","Jaak Ojakäär",2016,2838
"4099","Gi<U+00E1>nnis Gr<U+00ED>vas",2016,839
"4100","Elonna Spriit",2016,1812
"4101","Ferreira Gullar",2016,486
"4102","Arno Kirt",2016,2802
"4103","Paul Elvstr¸m",2016,1098
"4104","Martin Puhvel",2016,1476
"4105","John Glenn",2016,4493
"4106","Esma Redþepova",2016,109
"4107","Javier Echevarr<U+00ED>a",2016,1426
"4108","Lembit Krumm",2016,2544
"4109","Rein Ahun",2016,875
"4110","Päivi Paunu",2016,107
"4111","Airi Rütter",2016,1003
"4112","Kaarel Tetsmann",2016,655
"4113","Valdek Mikkal",2016,1577
"4114","Faina Melnik",2016,1273
"4115","Zsa Zsa Gabor",2016,2923
"4116","Andrei Karlov",2016,1355
"4117","Minni Patune",2016,600
"4118","Viljar Ansko",2016,3076
"4119","Ülo Pärnits",2016,4408
"4120","Jaan Klõðeiko",2016,2849
"4121","Poul Pedersen",2016,587
"4122","Miruts Yifter",2016,1189
"4123","Selma Multer",2016,2047
"4124","Vera Rubin",2016,2200
"4125","George Michael",2016,11517
"4126","Claude Gensac",2016,631
"4127","Carrie Fisher",2016,5918
"4128","Ilja Kaganovitð",2016,508
"4129","Gregorio <U+00C1>lvarez",2016,782
"4130","Debbie Reynolds",2016,1637
"4131","Ameerika jalgpalli",2016,NA
"4132","Justo Mullor Garc<U+00ED>a",2016,875
"4133","Sündmused maailmas",2017,1775
"4134","Aleksander Tðutðelov",2017,2235
"4135","Ya'akov Ne'eman",2017,211
"4136","Derek Parfit",2017,1495
"4137","Jean Vuarnet",2017,603
"4138","Harri Rein",2017,1631
"4139","Igor Volk",2017,1193
"4140","Ojârs Buðs",2017,673
"4141","Ezio Pascutti",2017,438
"4142","Kalle Pabut",2017,3937
"4143","Lembit Koik",2017,3584
"4144","Ricardo Piglia",2017,509
"4145","John Deely",2017,1842
"4146","Akbar Hâshemî Rafsanjânî",2017,1819
"4147","James Mancham",2017,992
"4148","Zygmunt Bauman",2017,3023
"4149","Ulf Dinkelspiel",2017,640
"4150","Roberto Caba<U+00F1>as",2017,368
"4151","Clare Hollingworth",2017,2329
"4152","Oliver Smithies",2017,1818
"4153","Roman Herzog",2017,1873
"4154","Ryszard Parulski",2017,494
"4155","Lembit Vink",2017,445
"4156","William Peter Blatty",2017,773
"4157","Ivar Piir",2017,1758
"4158","Antony Armstrong-Jones",2017,1617
"4159","Jaak Juhansoo",2017,863
"4160","Udo Ulfkotte",2017,1319
"4161","Mark Fisher",2017,1128
"4162","Zhou Youguang",2017,2065
"4163","Lembitu Kuuse",2017,23217
"4164","Jan Szczepañski",2017,656
"4165","Marga van Rooy",2017,173
"4166","Eugene Cernan",2017,2771
"4167","Peter Henry Abrahams",2017,884
"4168","soomepoiss",2017,NA
"4169","Veljo Tormis",2017,29028
"4170","Lisbeth Korsmo",2017,541
"4171","Mary Tyler Moore",2017,294
"4172","Toomas Liivak",2017,1353
"4173","Miikka Toivola",2017,287
"4174","Uno Arro",2017,1010
"4175","John Hurt",2017,2503
"4176","Mall Kalve",2017,1193
"4177","Oolav Tamberg",2017,485
"4178","Boris Nikolov",2017,779
"4179","Ahto Nurk",2017,1143
"4180","Jaan Ruus",2017,5835
"4181","Shun’ichirô Okano",2017,300
"4182","Georgi Taratorkin",2017,755
"4183","Marko Rööpson",2017,679
"4184","Antoine Slaby",2017,325
"4185","Joost van der Westhuizen",2017,208
"4186","Tzvetan Todorov",2017,1713
"4187","Hans Rosling",2017,7338
"4188","Peter Mansfield",2017,2367
"4189","Kai Luiga",2017,558
"4190","baptisti",2017,NA
"4191","Hans Trass",2017,3959
"4192","Ji<U+0159><U+00ED> Lansk<U+00FD>",2017,346
"4193","Olaf Millert",2017,425
"4194","Dick Bruna",2017,643
"4195","Warren Frost",2017,588
"4196","Nadija Olizarenko",2017,961
"4197","Börge Hellström",2017,472
"4198","‘Umar ‘Abd ar-Ra<U+1E29>mân",2017,694
"4199","Michael Ogio",2017,966
"4200","Igor Ðafarevitð",2017,484
"4201","Hillar Kärner",2017,1739
"4202","Vitali Tðurkin",2017,2387
"4203","Lembit Kurvits",2017,4195
"4204","Kenneth Arrow",2017,2137
"4205","Jaan Hanni",2017,3820
"4206","Derek Ibbotson",2017,511
"4207","Alan Colmes",2017,967
"4208","Tiit Tarlap",2017,3802
"4209","Henno Arrak",2017,4033
"4210","Virve Liivanõmm",2017,3717
"4211","Bill Paxton",2017,3688
"4212","kurdi",2017,NA
"4213","Jean-Paul Martin du Gard",2017,408
"4214","Al-Qâ‘idah",2017,9028
"4215","Carlos Humberto Romero",2017,764
"4216","Arvo Krikmann",2017,2924
"4217","Vladimir Petrov",2017,1130
"4218","Yasuyuki Kuwahara",2017,677
"4219","Vaike Aavola",2017,144
"4220","René Préval",2017,1167
"4221","Thomas Starzl",2017,460
"4222","Margaret Roberts",2017,171
"4223","Virve Krimm",2017,1018
"4224","Dudley Storey",2017,400
"4225","Kalju Komissarov",2017,36068
"4226","Aivo Osa",2017,1743
"4227","Hans Georg Dehmelt",2017,564
"4228","Yukinori Miyabe",2017,435
"4229","Leonhard Kangro",2017,863
"4230","soomepoiss",2017,NA
"4231","Kaljo Johannson",2017,756
"4232","Lea Boston",2017,607
"4233","John Surtees",2017,1837
"4234","Robert James Waller",2017,490
"4235","Peeter Tulviste",2017,12218
"4236","Hiroto Muraoka",2017,558
"4237","Richard Sayn-Wittgenstein-Berleburg",2017,805
"4238","Maia Juhkam",2017,926
"4239","Rodrigo Valdéz",2017,369
"4240","Andrzej Biegalski",2017,47
"4241","Dave Stallworth",2017,379
"4242","Aleksander Einseln",2017,14450
"4243","Mati Muru",2017,2170
"4244","Torgny Lindgren",2017,1725
"4245","Juri Poljakov",2017,928
"4246","Derek Walcott",2017,4048
"4247","Nobeli kirjandusauhinna",2017,NA
"4248","Laurynas Stankevièius",2017,419
"4249","Vidmantas Brazys",2017,379
"4250","Chuck Berry",2017,4917
"4251","Sergei Gimajev",2017,660
"4252","Asko Nuutinen",2017,1390
"4253","Vladimir Jevdokimov",2017,508
"4254","Roger Pingeon",2017,496
"4255","David Rockefeller",2017,2890
"4256","Emmanuel Kirss",2017,2782
"4257","Islâm Nâ<U+015F>ir",2017,433
"4258","August Englas",2017,6279
"4259","Colin Dexter",2017,981
"4260","Tõnu Mikiver",2017,14700
"4261","Martin McGuinness",2017,602
"4262","Lembit Ulfsak",2017,44897
"4263","Sib Hashian",2017,566
"4264","Deniss Voronenkov",2017,1278
"4265","Teodor Oizerman",2017,995
"4266","Vladimir Kazatðonok",2017,425
"4267","David Storey",2017,1044
"4268","Kaljo Ellik",2017,1629
"4269","Eric Dickens",2017,339
"4270","Ahmed Kathrada",2017,160
"4271","Asser Murutar",2017,2529
"4272","Enn Vetemaa",2017,17286
"4273","Aleksei Abrikossov",2017,4705
"4274","Gilbert Baker",2017,2797
"4275","Mike Hall",2017,426
"4276","Jevgeni Jevtuðenko",2017,1224
"4277","Gösta Ekman juunior",2017,401
"4278","Maido Rahula",2017,1583
"4279","Peeter Laane",2017,895
"4280","Olev Saks",2017,1875
"4281","Don Rickles",2017,1585
"4282","Edith Kotka-Nyman",2017,372
"4283","Georgi Gretðko",2017,1042
"4284","Kusta Rumma",2017,1127
"4285","Dieter Kottysch",2017,674
"4286","Carme Chacón",2017,524
"4287","Rein Miller",2017,4405
"4288","Emma Morano",2017,2551
"4289","Ülo Kaasik",2017,2713
"4290","Jaak Panksepp",2017,4099
"4291","Martti Soosaar",2017,1796
"4292","Ago Jaani",2017,1207
"4293","Nikolai Andruðtðenko",2017,361
"4294","Magdalena Abakanowicz",2017,1534
"4295","Cuba Gooding vanem",2017,454
"4296","Erin Moran",2017,687
"4297","Michele Scarponi",2017,1153
"4298","Madis Aidnik",2017,1752
"4299","Michael Mantenuto",2017,459
"4300","Arvu Sild",2017,631
"4301","Ueli Steck",2017,666
"4302","Anatoli Aleksin",2017,1081
"4303","Katy B¸dtger",2017,589
"4304","Karel Schoeman",2017,179
"4305","Erkki Kurenniemi",2017,853
"4306","Heinz Keßler",2017,1126
"4307","Evald Kampus",2017,2120
"4308","Eha Hiie",2017,576
"4309","Andres Arrak",2017,6165
"4310","Lembit Türnpuu",2017,498
"4311","Ely Ould Mohamed Vall",2017,807
"4312","Steven Holcomb",2017,724
"4313","Ahto Vesmes",2017,2690
"4314","Aksel Telgmaa",2017,1947
"4315","Robert Miles",2017,1662
"4316","Mauno Koivisto",2017,4934
"4317","Amots Zehavi",2017,743
"4318","John Cygan",2017,74
"4319","Outi Ojala",2017,705
"4320","Tõnis Sildmäe",2017,975
"4321","Arvo Kukumägi",2017,27597
"4322","Viktor Gorbatko",2017,1471
"4323","Jacque Fresco",2017,2307
"4324","Olev Olesk",2017,2486
"4325","Juta Eskel",2017,2563
"4326","Virgi Jalakas",2017,795
"4327","Ants Nummert",2017,2557
"4328","Tiit Sepa",2017,6191
"4329","Roger Moore",2017,10872
"4330","Aldo Meristo",2017,651
"4331","Evald Rooma",2017,9099
"4332","Jossif Stalini",2017,NA
"4333","Herman Gordijn",2017,754
"4334","Zbigniew Brzezinski",2017,2634
"4335","Konstant<U+00ED>nos Mitsot<U+00E1>kis",2017,1094
"4336","Karl Muru",2017,3294
"4337","Anna-Stina Treumund",2017,8060
"4338","Margus Karu",2017,12675
"4339","M<U+00E1>rta Rudas",2017,417
"4340","Sandra Reemer",2017,170
"4341","Adam West",2017,1881
"4342","Georg Liidja",2017,1624
"4343","Ulf Stark",2017,352
"4344","Aleksei Batalov",2017,1256
"4345","Helmut Kohl",2017,6215
"4346","Baldwin Lonsdale",2017,1326
"4347","Pierluigi Chicca",2017,352
"4348","Zoltan Sarosy",2017,259
"4349","Fredrik Skagen",2017,851
"4350","Jüri Kaik",2017,215
"4351","S<U+00E1>ndor Stern",2017,1709
"4352","Ants-Johannes Martin",2017,1852
"4353","Talvo Pabut",2017,8368
"4354","Habib Thiam",2017,1508
"4355","Ilona Laaman",2017,4402
"4356","Michael Nyqvist",2017,1724
"4357","Ossip Benenson",2017,382
"4358","Kalju Leppik",2017,1312
"4359","Simone Veil",2017,1634
"4360","Silvi Saarlo",2017,186
"4361","Daniil Granin",2017,2058
"4362","Hans Kaarna",2017,299
"4363","Pierre Henry",2017,450
"4364","Hans Roosipuu",2017,1567
"4365","Viktor Rajevski",2017,3879
"4366","Liu Xiaobo",2017,4102
"4367","Heimar Peremees",2017,1098
"4368","Martin Landau",2017,1485
"4369","Evald Laprik",2017,239
"4370","Max Gallo",2017,410
"4371","Chester Bennington",2017,9278
"4372","Ants Kõverjalg",2017,1447
"4373","John Heard",2017,867
"4374","Ain Joala",2017,365
"4375","Ülev Aaloe",2017,3353
"4376","Jüri Karindi",2017,3677
"4377","Marian Konieczny",2017,351
"4378","Anne Valmas",2017,1882
"4379","Aivar Teppo",2017,484
"4380","Vello Ambus",2017,271
"4381","Aleksei Peterson",2017,2358
"4382","Jeanne Moreau",2017,3318
"4383","Jim Marrs",2017,1321
"4384","Robert Hardy",2017,488
"4385","Gu Fusheng",2017,645
"4386","Heino Pallo",2017,440
"4387","Mark White",2017,816
"4388","Aleksander Käo",2017,58
"4389","Ivan Denõssenko",2017,3145
"4390","Glen Campbell",2017,1558
"4391","Aili Jõgi",2017,2202
"4392","Malle Leis",2017,6012
"4393","Hans Luik",2017,5786
"4394","Sirkka Selja",2017,365
"4395","Brian Aldiss",2017,1296
"4396","Margot Hielscher",2017,113
"4397","Seija Simola",2017,108
"4398","Helmut Piirimäe",2017,5697
"4399","Sulev Raudsepp",2017,2156
"4400","John Abercrombie",2017,852
"4401","Helgi Viirelaid",2017,1768
"4402","Felix Leet",2017,2558
"4403","Dmitri Kogan",2017,565
"4404","Aime Sügis",2017,892
"4405","Egon Günther",2017,349
"4406","Yasuo Fujitomi",2017,204
"4407","Svetlana Ivnitskaja",2017,1621
"4408","Ell Saviauk",2017,1716
"4409","Nicolaas Bloembergen",2017,3091
"4410","Lotfi Zadeh",2017,1283
"4411","Kate Millett",2017,1084
"4412","Troy Gentry",2017,330
"4413","Frank Aarebrot",2017,840
"4414","Abdul Halim",2017,1350
"4415","Afanassi Ossipov",2017,395
"4416","Jüri Selirand",2017,2228
"4417","Grant Hart",2017,350
"4418","Violet Brown",2017,538
"4419","Zurab Sotkilava",2017,333
"4420","Valve Kirsipuu",2017,7475
"4421","Ene Mihkelson",2017,8459
"4422","Paavo Lonkila",2017,341
"4423","Uku Kuut",2017,5867
"4424","Anatoli Gromõko",2017,590
"4425","Hendrik Arro",2017,2388
"4426","Hugh Hefner",2017,1255
"4427","Jüri Ojamaa",2017,2447
"4428","Joy Fleming",2017,96
"4429","Antonio Isasi-Isasmendi",2017,243
"4430","Anatoli Uðanov",2017,588
"4431","Irene Tiivel",2017,1485
"4432","Arthur Janov",2017,647
"4433","Larissa Volpert",2017,1968
"4434","Tom Petty",2017,859
"4435","Jalâl a<U+0163>-<U+0162>alabânî",2017,1423
"4436","Bronisùaw Chromy",2017,223
"4437","Karel Kol<U+00E1><U+0159>",2017,215
"4438","Helju Mikkel",2017,3170
"4439","Marek Goùàb",2017,307
"4440","Ralphie May",2017,438
"4441","Vjatðeslav Ivanov",2017,965
"4442","Vahur Made",2017,6393
"4443","Roland Engman",2017,447
"4444","Udo Ivask",2017,2678
"4445","Armando Calderón Sol",2017,284
"4446","Albert Zafy",2017,320
"4447","Henn-Kaarel Hellat",2017,9579
"4448","Elmar Ojaste",2017,1583
"4449","Juhan Sillaste",2017,2008
"4450","Danielle Darrieux",2017,1294
"4451","Irene-Maria Lindi",2017,267
"4452","Fats Domino",2017,2155
"4453","Vilnis Edvîns Bresis",2017,675
"4454","Anthony Madigan",2017,683
"4455","Aarne Üksküla",2017,47442
"4456","Algimantas Butnorius",2017,135
"4457","Allan Liim",2017,2134
"4458","Mihhail Zadornov",2017,2494
"4459","Lembit Liiva",2017,1209
"4460","David Poisson",2017,338
"4461","Arved Tamm",2017,3839
"4462","Aino Saar",2017,919
"4463","Ain Jürisson",2017,796
"4464","Lil Peep",2017,1171
"4465","Uno Uiga",2017,3545
"4466","Erich Kukk",2017,1510
"4467","Karl Siilivask",2017,2510
"4468","Giorgio Antonucci",2017,1279
"4469","Malcolm Young",2017,961
"4470","Charles Manson",2017,12059
"4471","Ülo Lumiste",2017,2737
"4472","Peter Berling",2017,680
"4473","Tullio Baraglia",2017,220
"4474","Anna Kuzmina",2017,429
"4475","Jerry Fodor",2017,1350
"4476","Slobodan Praljak",2017,901
"4477","Uno Aavola",2017,356
"4478","Jim Nabors",2017,225
"4479","Hans Kaldoja",2017,13726
"4480","‘Alî ‘Abdullâh Sâli<U+1E29>",2017,1468
"4481","Peep Jõgi",2017,2727
"4482","Mihai I",2017,3330
"4483","Jean d'Ormesson",2017,637
"4484","Aadu Birnbaum",2017,416
"4485","Kuno Areng",2017,5041
"4486","Aino Tammeorg",2017,1668
"4487","Oïegs Skarainis",2017,249
"4488","Silvia Vissak",2017,244
"4489","Toomas Meritam",2017,1004
"4490","Simon Dickie",2017,240
"4491","Otto Kaiser",2017,883
"4492","Nasta Pino",2017,613
"4493","Calestous Juma",2017,633
"4494","Arseni Roginski",2017,1184
"4495","Arno Köörna",2017,3230
"4496","Bruce McCandless",2017,9
"4497","Volli Kalm",2017,16588
"4498","Andrei Zaliznjak",2017,312
"4499","Vello Lind",2017,2787
"4500","Raul Puri",2017,825
"4501","William Toweel",2017,349
"4502","Helve Võsamäe",2017,336
"4503","Rose Marie",2017,1005
"4504","Sue Grafton",2017,1293
"4505","Carmen Franco y Polo",2017,1100
"4506","Sündmused maailmas",2018,1775
"4507","Robert Mann",2018,325
"4508","Õilme Kaseorg",2018,250
"4509","Jahn Otto Johansen",2018,203
"4510","Thomas S. Monson",2018,240
"4511","Jüri Samarütel",2018,1393
"4512","John Young",2018,1880
"4513","Horace Ashenfelter",2018,323
"4514","Tõnu Mikk",2018,1986
"4515","Bj¸rg Vik",2018,261
"4516","France Gall",2018,3512
"4517","George Maxwell Richards",2018,1070
"4518","Hans Aabech",2018,784
"4519","Uudo Reino",2018,885
"4520","Étienne Bally",2018,185
"4521","Eddie Clarke",2018,1062
"4522","Ku Klux Klani",2018,NA
"4523","Endel Meiusi",2018,194
"4524","Walter Schuster",2018,174
"4525","Väino Puura",2018,11819
"4526","Roderick Rijnders",2018,212
"4527","Dolores O'Riordan",2018,1824
"4528","Marta Toona",2018,1056
"4529","Madalena Iglésias",2018,294
"4530","Lucas Mangope",2018,749
"4531","Ursula Le Guin",2018,2871
"4532","Nicanor Parra",2018,1278
"4533","Janno Reiljan",2018,6610
"4534","Ruth Alas",2018,2586
"4535","Leo Võime",2018,317
"4536","Ingvar Kamprad",2018,3015
"4537","Aarne Vesilind",2018,231
"4538","Ion Ciubuc",2018,207
"4539","Clifford Bourland",2018,976
"4540","Olev Tapupere",2018,347
"4541","Heino Noor",2018,3183
"4542","Henrik",2018,563
"4543","Ruud Lubbers",2018,221
"4544","Morgan Tsvangirai",2018,1695
"4545","Heli Lääts",2018,24047
"4546","Rein Ahas",2018,3809
"4547","Sergei Litvinov",2018,1063
"4548","Billy Graham",2018,2386
"4549","Emma Chambers",2018,275
"4550","Richard Edward Taylor",2018,488
"4551","Durward Knowles",2018,183
"4552","Ellen Tamm",2018,1583
"4553","Enno Kross",2018,800
"4554","<U+0218>tefan Ta<U+0219>nadi",2018,141
"4555","Olev Kitsas",2018,258
"4556","Mai Väljas",2018,295
"4557","Vaino Väljase",2018,NA
"4558","Roger Bannister",2018,243
"4559","Virgilijus Noreika",2018,1171
"4560","Derek Bickerton",2018,822
"4561","André S. Labarthe",2018,162
"4562","Reynaldo Bignone",2018,222
"4563","Hubert de Givenchy",2018,243
"4564","Oleg Tabakov",2018,3561
"4565","Stephen Hawking",2018,37330
"4566","Irina Begljakova",2018,182
"4567","Kalju Rahu",2018,575
"4568","Erik-Arne Uustalu",2018,1488
"4569","Allan Dorbek",2018,1163
"4570","Lys Assia",2018,2500
"4571","Tamara Sõrmus",2018,1024
"4572","Bill Maynard",2018,1491
"4573","Aureliano Bolognesi",2018,596
"4574","Sabahudin Kurt",2018,145
"4575","Charles Goodwin",2018,141
"4576","Elsa Starèenko",2018,914
"4577","Efra<U+00ED>n R<U+00ED>os Montt",2018,124
"4578","Signe Lahtein",2018,8204
"4579","Lill-Babs",2018,303
"4580","Andres Ammas",2018,10178
"4581","Daniel Akaka",2018,1028
"4582","Mikk Sarv",2018,11643
"4583","Leila Abaðidze",2018,823
"4584","Fjodor Koltðin",2018,2597
"4585","Miloð Forman",2018,5114
"4586","Michael Halliday",2018,886
"4587","Endel Nirk",2018,2866
"4588","Pia-Astrid Ott",2018,144
"4589","Sulev Maramaa",2018,1010
"4590","Kornelius",2018,802
"4591","Avicii",2018,15736
"4592","Verne Troyer",2018,2165
"4593","Andres Taul",2018,1969
"4594","Shuhrat Abbosov",2018,757
"4595","Yoshinobu Ishii",2018,536
"4596","Peeter Kibe",2018,125
"4597","Onu Bella",2018,22138
"4598","Patricia Tuckwell",2018,524
"4599","Roman Toi",2018,8814
"4600","Ilmar Priimets",2018,1753
"4601","Henn Käämbre",2018,1614
"4602","Gérard Genette",2018,1240
"4603","Mart Viikmaa",2018,1867
"4604","Ain Matvere",2018,979
"4605","Mait Riisman",2018,8607
